navn,mængde,produkt_id
RAZADYNE,3.25,813
Ondansetron Hydrochloride,97.75,899
Lymphocytes 8,97.94,828
Lidocaine Hydrochloride,53.06,875
Grain Smut Mixture,99.87,851
Lice Treatment,66.74,803
Constipation Cramps,99.77,807
Seaweed Aqua Massage,94.22,835
RHIZOPUS ARRHIZUS VAR ARRHIZUS,51.26,860
Cephalexin,8.92,835
Furosemide,7.59,880
Terazosin hydrochloride,84.41,873
Neuro 3,98.48,809
Detrol LA,4.42,856
Degree Shower Clean Anti-perspirant and Deodorant,8.27,900
Lotrel,84.38,875
Cefuroxime Axetil,60.37,823
Hydralazine Hydrochloride,98.61,835
SkinPerfect Primer,1.21,843
HARMONY DYNAMICS FACIAL BOOSTING,54.1,853
Xyntha,18.74,839
Vertaway,7.62,823
Dairy Allergy Relief,58.6,862
Budesonide,53.76,895
CVS Pharmacy,13.22,802
Azathioprine,24.68,857
Energy Catalyst,68.54,832
ZENPEP,8.15,883
aspirin free,15.01,891
Smarth,76.09,887
Neutrogena Ultra Sheer Dry Touch Sunblock,69.53,815
Risperidone,28.34,850
Diaper Rash,1.4,870
Potassium Chloride,87.71,890
Povidone-Iodine,93.41,895
Divalproex Sodium,20.97,803
Meloxicam,21.33,832
Fluoxetine Hydrochloride,66.04,894
Simulect,18.78,816
Artists Touch BB 02 Medium,94.35,863
Clean Strike,85.8,833
Citrus Basil and Lime Antibacterial Hand Wash,86.1,872
Amiodarone Hydrochloride,80.91,824
TOPIRAMATE,65.68,807
Calcium Acetate,19.05,834
Serotonin,45.34,870
Metformin Hydrochloride,30.86,839
Pramipexole Dihydrochloride,8.02,812
LISINOPRIL,90.29,889
LEVOTHYROXINE SODIUM,75.78,890
Synthroid,74.32,894
CRESTOR,60.43,876
Glimepiride,12.74,886
Susan Lucci Youthful Essence Daily Protection Moisturizer Sunscreen SPF 15,41.57,813
CVS PHARMACY,84.27,887
Buspirone Hydrochloride,35.39,814
OXYCODONE AND ACETAMINOPHEN,40.37,801
Wheezing HP,60.25,841
Jute,47.17,850
Dopamine HCl,30.73,803
ALPRAZOLAM,65.16,825
Alcohol free hand sanitizer,29.1,855
Lyrica,4.03,863
Koh Gen DoTriple Lighting,5.61,861
Paroxetine,89.55,817
Acetaminophen,84.62,837
IHS 2000 INSTANT HAND SANITIZER,11.7,847
Risperidone,57.07,890
Arthritazin Pain Relieving,99.73,885
JAMU Sexty,99.64,856
RENOKIN LASH LASH,55.41,875
flormar Foundation Sunscreen Broad Spectrum SPF 20 LF07 IVORY,83.96,851
Lemon Drop Antibacterial Hand Wash,28.29,873
Virx,40.26,848
Elcure Q Serum,61.54,898
Levothyroxine Sodium,88.13,846
"Alka-Seltzer Plus Day Severe Cold Cough And Flu",7.92,828
EARTHS CARE ARTHRITIS CREAM,3.56,866
Amoxicillin,61.13,826
1012 Antimicrobial,52.97,841
White Mulberry,23.37,896
FludeoxyglucoseF18,53.13,824
CVS Fragrance Free Anti-Itch,9.75,803
Atropine Sulfate,71.33,803
Enoxaparin sodium,92.03,844
Diltiazem Hydrochloride,65.6,858
Gerbil Epithelium,68.98,891
CENTER-AL - HOUSE DUST,93.25,804
Athletes Foot,72.96,844
Colloidal Silver,21.16,851
Benazepril Hydrochloride and Hydrochlorothiazide,40.35,823
Childrens Mapap,65.98,847
Amazonian Clay 12-Hour Full Coverage Foundation Broad Spectrum SPF 15 Sunscreen,55.38,846
Neutrogena SkinClearing,29.99,841
Marly Skin Guard,63.49,863
Penicillium notatum,58.79,846
Buprenorphine Hydrochloride,34.5,894
sunmark cold and flu severe,60.81,867
ALLEROFF,78.96,827
DYSPEPSIA,50.3,807
Amoxapine,74.31,872
Vancomycin Hydrochloride,8.84,832
Molds - Mold Mix 4,21.7,803
Sunfree Sunscreen,36.58,861
Alphadine Scrub Foam,47.34,866
Isosorbide,13.14,884
Rouge Dior 470 Pearly Pink Serum,46.23,845
Clindamycin hydrochloride,34.5,814
Freshscent Anti-Perspirant Deodorant,14.39,891
Levetiracetam,33.77,834
CEFTRIAXONE,81.7,883
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,19.32,877
Lithium Carbonate,78.81,881
PLACENTA EX ESSENCE,38.6,885
Propranolol Hydrochloride,19.29,875
Fludarabine Phosphate,16.81,867
Digoxin,32.74,893
Secura Moisturizing Cleanser,72.66,830
Up and Up All Day Allergy Relief,28.1,897
Methylphenidate Hydrochloride,72.99,879
Meclizine Hydrochloride,38.39,848
elements anti aging vitamin complex,40.9,878
Sinusin,44.75,842
Risperidone,8.27,833
Oxycodone Hydrochloride,88.49,842
Lorazepam,53.7,843
ck one airlight pressed powder spf 15,95.77,825
Baclofen,81.67,894
CENTURY 21 PARASITE DETOX,3.4,888
CLARINS Broad Spectrum SPF 15 Everlasting Foundation Tint 111,68.82,883
BICILLIN L-A,67.82,845
Carbon Dioxide Oxygen Mixture,87.38,869
Famotidine,14.56,823
berkley and jensen pain relief,61.13,894
Nighttime,93.55,860
Amlodipine Besylate,91.36,829
Meloxicam,94.53,836
Glipizide,13.21,840
"Standardized Grass Pollen Redtop",71.2,826
Ponderosa Pine,40.87,883
healthy accents multi symptom cold,60.58,845
RANITIDINE,81.68,821
ACETAMINOPHEN SINUS CONGESTION AND PAIN,64.63,870
Epinephrine,46.38,849
Betaxolol,72.92,887
LBEL divine lip gloss SPF 15,39.35,900
MEIJER LUBRICATING EYE DROPS,91.17,874
HAWAIIAN TROPIC,46.72,845
Cortisone Acetate,2.97,875
Nasal Decongestant PE,94.58,804
ARNICA MONTANA,91.33,842
GLUCOPHAGE,97.4,816
Diovan HCT,26.09,847
ACETAMINOPHEN,8.02,834
SURGICEPT,14.14,900
Doxycycline Hyclate,98.99,839
Diovan,11.6,841
Jelly Bean Antibacterial Hand,85.79,846
"Pollens - Trees Tree Mix 6",54.66,826
Shortleaf Pine Pollen,33.31,819
Phenytoin Sodium,24.88,817
Topcare Migraine Formula,78.62,889
Extra Strength Pain Reliever PM,16.68,897
Icy Hot,8.45,851
MELAMIX Skin Lightener and Blending,71.09,835
WEGMANS,65.84,839
White Petrolatum,59.6,858
Skin Balancing Makeup Broad Spectrum SPF 20,64.56,874
GABAPENTIN,98.65,892
Ibuprofen,99.61,809
SINGULAIR,51.8,857
Plegisol,49.3,844
Obagi 360 HydraFactor Moisturizing Broad Spectrum SPF 30,29.43,807
LBEL,60.97,837
BURZANGMURY GOLD TREATMENT,38.13,881
Bisoprolol Fumarate,86.1,831
Bismatrol,86.23,867
ONGLYZA,35.86,870
NUCYNTA,41.64,898
Sheffield Bacitracin Zinc,58.3,827
Avodart,63.14,857
TRIFLUOPERAZINE,43.54,817
ALLIUM SATIVUM,98.97,879
ROPINIROLE HYDROCHLORIDE,23.03,839
Nicotine,97.85,801
Nivea A Kiss of Smoothness Lip Care,92.11,874
hemorrhoid relief,73.73,860
Antibacterial Hand - Strawberry Pomegranate Scent,24.97,895
Citalopram,37.5,837
Fluocinonide,79.08,883
Clementine Anti-bacterial foaming Hand Wash,53.69,872
Diltiazem Hydrochloride,85.56,844
4 in 1 Pressed Mineral SPF 15 Porcelain,4.83,888
LEFLUNOMIDE,39.9,840
Maracuja Miracle Foundation 12-Hour Foundation Broad Spectrum SPF 15 Sunscreen,72.47,820
Ultragreen Antibacterial,72.28,803
Esika,68.22,811
Covergirl Queen Collection All Day Flawless 3in1 Foundation,57.65,888
equate nicotine,5.7,844
Herpeset,6.49,856
Full Care Alcohol Prep Pad,66.72,872
Oxygen,92.93,804
Major Camphor and Phenol,38.66,822
Antiperspirant Cedarwood,91.41,827
Dexbrompherniramine Maleate and Pseudoephedrine Sulfate,93.73,893
Amoxicillin,52.31,821
CORN SMUT,97.17,834
First Aid Pocket Pack - 40 Pieces,52.2,841
Escitalopram,57.71,878
CVS ATHLETES FOOT CREAM TOLNAFTATE,33.58,896
Plak Smacker,98.98,809
CELTIS OCCIDENTALIS POLLEN,1.54,874
METOPROLOL SUCCINATE,27.04,829
Baby Nighttime Tiny Cold,70.86,839
Propranolol Hydrochloride,38.28,855
Ocean Potion 50 Instant Dry Kid Spotstick,67.8,885
Isosorbide Dinitrate,75.41,899
Propranolol Hydrochloride,17.91,888
Red Cross Toothache,98.72,843
X Out Cleansing Wipes For On The Go Blemish Treatment,33.96,882
Bupropion Hydrochloride,57.43,898
Hemoban,23.17,841
Therabenzaprine-60,32.16,859
Nifediac CC,26.11,816
Nitrolingual Pumpspray,87.22,843
APAP,25.58,839
Cold - Sinus,24.06,868
PREP PLUS PRIME BB BEAUTY BALM COMPACT,45.0,845
Cartilago Betula,94.97,900
Metoprolol Tartrate,21.52,891
flormar BB Sheer Tinted Beauty Sunscreen Broad Spectrum SPF 15 02 Light Medium,31.34,898
Dizziness - Vertigo,67.11,885
Amlodipine Besylate,21.86,808
Triamcinolone Acetonide,91.57,842
Goodys,67.34,865
Prochlorperazine Maleate,96.37,834
NAPROXEN,87.47,836
Cefuroxime,70.65,826
CYCLOBENZAPRINE HYDROCHLORIDE,98.95,877
Xylocaine,91.4,845
HypoTears,84.59,894
Ethambutol Hydrochloride,84.87,812
Famciclovir,57.5,810
Chloroquine Phosphate,34.46,835
Parrot Head Floridays 30,20.09,810
Treatment Set TS336851,10.29,832
Immuno Fortifier,78.98,804
Yellow Dock,15.3,828
ELOCTATE,62.1,841
FocalinXR,99.46,837
Nasal Four,11.13,805
Brohist D,18.32,857
Dove,47.53,892
Ibuprofen PM,71.26,849
Bupropion Hydrochloride,75.89,807
Neova DNA Damage Control - Active,77.74,801
Ondansetron,1.66,861
Carvedilol,4.31,875
Amiodarone HCl,86.19,896
Orris Root,71.92,860
XtraCare Foam Antibacterial Hand Wash,83.8,893
Diclofenac Sodium,80.63,872
VICHY LABORATOIRES DERMAFINISH CORRECTIVE FOUNDATION,19.17,868
Depression - Mood Support,1.96,867
Extra Strength Pain Relief PM,27.65,886
Sodium Chloride,2.28,827
Fluphenazine Decanoate,91.09,827
ADD,30.92,808
cough and sore throat,82.58,882
LBEL,12.97,882
Sulfamethoxazole and Trimethoprim,71.0,829
Terazosin,57.72,808
ARBUTINUM,94.04,803
Donepezil Hydrochloride,65.37,865
Caramel Latte Tinted Moisturizer Broad Spectrum SPF 25 Sunscreen Light To Medium,38.63,852
Buspirone HCl,91.42,806
Blistex,67.88,842
childrens allergy relief,79.8,888
SINE OFF,29.82,866
DIVALPROEX SODIUM EXTENDED-RELEASE,90.99,867
Lansoprazole,27.46,842
Fluphenazine Hydrochloride,32.71,886
ENPRESSE,30.79,897
Ampicillin and Sulbactam,82.2,894
Ibuprofen,56.65,883
Nevi (Mole) Control,31.61,861
being well cold flu relief,77.1,876
care one lice killing,16.26,810
CORGARD,37.24,809
Super Restorative Foundation True Lift SPF 15 Tint 03,67.64,826
Glycopyrrolate,32.1,895
cetirizine hydrochloride,58.41,836
Diltiazem Hydrochloride,33.56,855
NARS FOUNDATION,72.98,894
Fluconazole,1.07,866
No7 Stay Perfect Foundation Sunscreen SPF 15 Suede,5.33,856
ROSACEA,68.62,837
Psoriasin,5.08,811
Enchanted Moments Candy Apple Hand Sanitizer,3.41,885
ATORVASTATIN CALCIUM,2.88,889
Rizatriptan Benzoate,71.52,805
Bioelements,77.04,866
DermaSana,5.28,895
METHIMAZOLE,45.13,834
Leader Acid Control,8.39,898
MINERAL WEAR TALC-FREE MINERAL AIRBRUSHING BLUSH,54.74,871
ciprofloxacin,57.26,882
shoprite triple antibiotic,14.66,806
IASO progressive age care toner,22.78,823
Gabapentin,95.67,816
SOMA Hepati,31.6,813
Ursodiol,77.39,840
Extralasting,95.89,892
Amitriptyline Hydrochloride,84.65,845
MBM 13 Female,96.86,848
Lidocaine Hydrochloride,27.06,844
NAPROXEN,58.12,822
Enoxaparin Sodium,73.55,819
Safety Coated Aspirin,65.4,865
Pioglitazone,16.23,900
Ampicillin and Sulbactam,51.31,815
Zyprexa,96.09,890
Methenamine Hippurate,52.45,817
Opana,43.63,812
QUALAQUIN,82.68,807
COLLAGENASE SANTYL,29.59,889
Neutrogena SkinClearing,83.53,817
Lotrel,21.27,832
BZK,17.48,873
Desenex,89.31,807
TEETHING,12.85,881
Betamethasone Valerate,99.26,888
Oxycodone and Acetaminophen,72.66,813
OXYGEN,94.32,843
Bentyl,11.0,808
Doxazosin,22.63,831
Etodolac,59.03,840
Actos,32.29,802
Greasewood,62.16,841
Ciprofloxacin,12.77,835
Dove,83.47,893
Lyrica,7.62,860
smart sense anti itch,45.77,882
equaline arthritis,40.88,802
Pulmo 8,32.14,810
Metoprolol Tartrate,50.25,883
Pleo Nig,93.84,828
Pantoprazole Sodium,60.09,840
Erythrocin Stearate,88.87,809
Nifedipine,27.69,819
FIRST Dukes Mouthwash Compounding,16.31,802
Head and Shoulders,20.44,865
Tramadol Hydrochloride,40.74,805
Arnica,94.36,883
Sure,87.82,803
Hydromorphone Hydrochloride,94.05,894
Montelukast Sodium,88.41,801
Hydrocortisone,9.76,819
Acaifusion Lip Balm Broad Spectrum SPF 30,82.48,896
lice,50.28,802
KERALYT,51.51,815
carvedilol,78.64,830
Cheratussin AC,54.74,886
Infants Gas Relief,43.29,817
Gablofen,90.93,820
Losartan Potassium,74.49,881
Pulmo Tartarus 6/8,65.36,891
Coast Maple,50.34,861
Severe Allergy And Sinus Headache,4.36,889
Lombardy Poplar,78.17,855
Promethazine Hydrochloride,26.14,874
Shingles,60.21,892
CRESTOR,38.02,874
Metolazone,32.36,893
Listerine,10.32,830
Terazosin,80.66,837
Lotensin HCT,98.63,876
Fluconazole,48.83,859
Up and Up Mucus Relief,8.33,879
Nicotiana Carbo,22.28,873
SOLU-MEDROL,30.38,862
Pantoprazole Sodium,51.21,828
Divigel,97.73,821
Terrasil S.O.S. Formula,40.91,841
Potassium Chloride in Dextrose,31.16,814
Ondansetron,48.75,884
"Pollens - Trees, Russian Olive Elaeagnus angustifolia",9.23,817
Folic Acid,12.9,832
ESIKA 3-IN-1 PRO MAKE UP FOUNDATION SPF 20 BASE DE MAQUILLAJE PARA ROSTRO 3-EN-1 PRO FPS 20,49.27,827
Habitrol Patch,51.39,853
NABUMETONE,44.48,862
TOPROL,80.8,837
Zep Applaud Hand Cleaner,96.73,866
Colgate,22.95,853
MEND AID Antibacterial Adhesive Bandages,7.58,900
Nicotine,22.93,809
Amlodipine besylate,95.87,830
Captopril,7.65,884
ORPHENADRINE CITRATE,36.13,806
Nadolol,91.73,838
Terazol 3,40.36,829
Anorectal,95.35,804
Simvastatin,8.42,821
Hackberry Pollen,69.02,863
IL-10,13.09,817
Naproxen,8.72,872
ciprofloxacin,43.03,850
meijer,11.41,838
Cefuroxime Sodium,3.99,816
Idole Beauty,36.0,875
"Timothy Standardized",40.58,874
Oat Grain,6.23,816
DDF Ultra-Lite Oil-Free Moisturizing Dew,49.55,883
Calcitriol,30.33,855
Phenytoin Sodium,96.73,828
Smart Sense Nicotine,43.66,830
Clopidogrel,79.74,837
DG health childrens pain relief,4.76,818
CD DIORSKIN STAR Studio Makeup Spectacular Brightening with sunscreen Broad Spectrum SPF30 032,8.03,882
Cimetidine,4.16,829
School Health Sterile Alcohol Prep Pad,21.54,865
anna lotan PRO PORCELAIN COVER SPF32 Tinted with Broad Spectrum Protection for All Skin Types,97.44,833
XtraCare Instant Hand Sanitizer,54.93,839
NuvaRing,4.06,830
Cold and Hot Pain Relief,34.56,869
GBG AloeGel,96.8,886
Sure Conditioning Solid Vitamin Infusion,35.43,861
Nutricel Additive System - CP2D,40.34,879
Hydrogen Peroxide,69.86,868
Clonazepam,62.36,815
EXALGO,64.82,803
Vancomycin HCl,81.97,873
Stavudine,36.65,816
Medi-First Plus Sterile Alcohol Pads,30.03,827
Pepper Tree Pollen,5.89,865
Aromafields Tiger Lily Scented Antibacterial Hand Wash,86.1,870
Letrozole,53.44,827
cephalexin,13.2,815
TopCare Antacid Calcium,41.98,847
"Pollens - Trees Gum Sweet Liquidambar styraciflua",29.26,821
acetaminophen pm,95.58,849
ED A-HIST,88.4,815
Ibuprofen,10.92,873
Halibut,85.15,831
SULAR,55.81,883
ck one all day perfection face makeup,54.24,888
CVS Pharmacy,53.68,891
Buspirone Hydrochloride,31.48,864
Desmopressin Acetate,29.2,855
"Standardized Grass Pollen Grass Mix 5",99.34,870
Divalproex Sodium,82.49,886
Cultivated Wheat,60.15,802
Motion Sickness,63.23,862
hyoscyamine sulfate,14.25,870
SunscreenSPF 30,53.7,892
FAMILY CARE MEDICATED HEMORRHOIDAL,26.1,881
Flublok,51.69,841
Hydroxyzine,74.57,899
Aloe Vesta Clear Antifungal,90.69,891
JANUVIA,73.32,871
RX200 Foaming Instant Hand Sanitizer,55.17,848
EPOGEN,10.4,871
ShopRite Nasal Decongestant,67.78,857
OFLOXACIN,42.09,890
Estradiol,15.94,885
Clonidine Hydrochloride,16.29,845
Ponderosa Pine,83.97,819
Metoclopramide,35.8,883
Gabapentin,94.59,822
risperidone,53.26,897
Metoclopramide,19.77,853
K-EFFERVESCENT,62.35,832
Antifungal,21.57,822
POTASSIUM CHLORIDE IN DEXTROSE,35.99,834
Bicalutamide,72.56,835
fluocinonide,98.9,823
Abstral,82.32,828
Olanzapine,38.29,898
Dulera,70.2,854
LOreal Paris Youth Code Broad Spectrum SPF 15 BB,72.22,838
hemorrhoidal relief,26.3,815
Relaxoforce,6.38,860
BETULA ALBA JUICE BB,96.11,893
Viagra,83.48,896
RITEAID HEMORRHOIDAL COOLING,83.89,852
clindamycin phosphate,75.73,892
Reef Safe SPF 30,56.96,866
Cold n Cough 4 Kids,38.06,833
Olanzapine,37.19,867
Fluticasone Propionate,68.73,845
Urea,67.62,802
Carbon Dioxide-Oxygen Mixture,51.35,838
Secret Clinical Invisible,53.96,852
Anti-Aging Complex SPF 30,81.06,851
Fenofibrate,38.5,892
Idole Natural Organic Skin Lightening,30.92,822
OH Age recovery Tri Shield pact 10,92.06,886
Womens Laxative,24.26,844
GLUCOVANCE,5.37,871
INFANTS ADVIL,99.21,831
BOLDO,94.97,859
Alprazolam,41.79,802
Sally Hansen,98.76,836
Well at Walgreens,17.92,854
Eve Lom Radiance Lift Foundation SPF 15,95.63,835
BIOSOLIS Sun Milk UVA Sunscreen Face and Body Broad Spectrum SPF50 KIDS,59.04,853
Jantoven,21.39,825
Uricalm,40.46,873
HEB,83.42,811
A.H.C. Collagen Toner,22.72,848
Lexuss 210,50.91,808
HEATHER,3.84,858
Sonata,93.77,844
OXYCODONE HYDROCHLORIDE,62.21,815
Cytra-2,30.47,868
Ultra,36.35,811
AMBROSIA TENUIFOLIA POLLEN,75.84,859
Gabazolamine,69.06,803
Amlodipine Besylate and Benazepril Hydrochloride,30.28,855
FNG,44.67,815
Clonidine Hydrochloride,37.41,868
Losartan Potatssium,37.07,832
DURAGESIC,13.01,818
Chenodal,96.95,805
Urea,92.55,867
Ropinirole,92.55,900
Publix UltraDish Detergent,76.44,830
Methamphetamine Hydrochloride,96.09,803
Russian Thistle,76.51,841
Simvastatin,71.28,802
CYBER WHITE,55.4,899
Lipitor,95.99,850
Abstral,55.09,836
Derma Blemish Balm,12.86,812
Omeprazole,68.79,803
OHUI SUNSCIENCE LUMINOUS WHITENING SUNBLOCK,49.88,876
Gabapentin,54.8,814
Styptocaine,93.78,838
SHISEIDO PERFECT REFINING FOUNDATION,48.59,865
Metoclopramide Hydrochloride,35.06,824
PREZISTA,20.63,877
Acetylcysteine,85.61,849
Lady Speed Stick,62.31,826
hydrocortisone acetate pramoxine hcl,99.59,809
Personal Care,65.52,860
"Nicotine Polacrilex Coated Mint Flavor",16.43,822
CVS Pharmacy Cold and Sore Throat,3.91,806
Natural Tan Oil Controlling Makeup Broad Spectrum SPF 15,26.23,843
Trichophyton for Intradermal Skin Testing,76.78,845
Licorice,64.43,834
Pacifica CC broad spectrum SPF 17 MEDIUM,22.01,895
supernatural airbrushed canvas broad spectrum spf 15 sunscreen,26.76,866
Keppra,61.93,889
Antibacterial Body Wash,99.59,844
"COMPRESSED GAS N.O.S.",26.4,823
TARSUM PROFESSIONAL,85.53,889
Perphenazine,38.08,857
Simvastatin,56.89,855
Fluoxetine,48.07,829
Salicylic acid,68.11,816
SAFEWAY CARE,52.48,864
pravastatin sodium,30.76,826
Promolaxin,41.93,810
ARAMIS LAB SERIES POWER PROTECTOR,63.46,886
Tinted Moisturizer SPF20,96.85,853
BaniFlu,54.67,838
ITCHY SKIN ERUPTIONS,62.4,803
SUPER PLUS PERFECT BB,15.94,822
Pioglitazone,78.33,821
3 HAND SANITIZERS KIT,75.78,851
Max Revive,38.27,866
Anxiety Relief,71.45,801
Benztropine Mesylate,49.1,850
Dexamethasone,22.02,843
Capture Totale Radiance Restoring Serum Foundation SPF 15 033,93.98,843
Stomach Flu Fighter,31.62,863
Ketoconazole,10.83,824
VIRO PLUS,50.79,898
Equaline nighttime cold,92.0,900
H-Balm Control,94.21,804
Lidocaine Hydrochloride and Epinephrine,4.55,882
ADVAIR,36.67,855
ARSENICUM ALBUM,33.1,869
Rescue Remedy,33.48,842
Headache Relief,19.32,862
Maracuja Miracle Foundation 12-Hour Foundation Broad Spectrum SPF 15 Sunscreen,78.31,843
family wellness acid controller complete,19.39,899
Headache Tonic,15.16,801
Mulberry,90.45,847
Potassium Citrate,95.45,809
Theophylline,47.16,854
Guanfacine Hydrochloride,96.68,879
Trixaicin HP,9.62,873
Tygacil,35.24,833
quetiapine fumarate,58.18,812
good neighbor pharmacy nose,87.28,896
bareMinerals,3.63,895
Cold-EEZE,11.69,845
HOME ANTIBACTERIAL,45.0,839
DDAVP,12.94,830
Concerta,48.56,850
Tafinlar,39.44,803
Tamsulosin Hydrochloride,37.77,883
DG Deep Cleaning Astringent Sensitive Skin,48.04,848
Clearskin,74.12,888
Perfect Calming Toner,53.58,828
Covergirl Outlast Stay Fabulous 3in1 Foundation,93.73,843
Potassium Chloride,18.72,846
ck one all day perfection face makeup,47.93,855
DIGOX,2.48,869
Bepreve,39.1,860
TopiCool Pain Relief,39.53,882
Scabies Control,33.54,860
Degree Women,77.62,864
Triazolam,71.2,811
OCUFEN,31.05,811
Amoxicillin,90.5,841
JUGLANS NIGRA POLLEN,84.54,818
BIOTENE,9.72,824
BPO Creamy Wash Complete Pack,48.61,846
BENZOYL PEROXIDE,12.03,899
Peter Island Continous sunscreen kids,92.28,828
7030 Calcium Premium,66.1,835
equaline miconazole 1,87.54,811
Clonidine,37.28,858
HUSKY 505 Antiseptic Cleanser,38.64,810
T-RAOJO,4.72,865
Urea,98.96,807
Doxycycline Hyclate,14.25,857
INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE,85.35,876
Desmopressin Acetate,90.56,865
Nicotine,39.61,852
Topcare ibuprofen,94.7,833
Mepivacaine,59.55,813
Glandulae suprarenales 6 Special Order,1.64,827
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,92.89,866
Degree,77.86,883
LBEL,43.25,874
muscle rub,1.64,809
PAIN FREE,66.56,896
Time Frame Future Resist Foundation Broad Spectrum SPF 20,42.33,857
Hypericum Perf Kit Refill,40.59,894
Putto Secret UV Face,44.37,861
CEFPODOXIME PROXETIL,73.6,834
Argatroban,46.72,866
Phenazopyridine HCl,55.82,821
Fluocinonide,52.89,892
Oregon Ash,90.14,834
dextroamphetamine sulfate,83.04,851
Vasopressin,36.77,821
Hydrocodone Bitartrate and Ibuprofen,77.73,899
Nifedipine,86.54,811
Cool Melon,50.77,838
Pioglitazone hydrochloride and glimepiride,91.61,811
voriconazole,32.99,808
Female Balance,44.48,875
Pyrazinamide,38.0,884
ATORVASTATIN CALCIUM,68.38,881
Head and Shoulders,30.93,885
Ultram,44.33,836
Potassium Chloride,23.87,832
Travatan Z,46.3,821
JANUMET,4.53,810
Hydrochlorothiazide,93.12,841
Tretinoin,18.56,858
CVS Pharmacy,42.63,863
CEIBA PENTANDRA FIBER,17.04,851
Tramadol Hydrochloride,56.95,857
CLINIQUE,22.49,836
Kaopectate Regular Strength Peppermint Flavor Anti Diarrheal,78.56,870
Allergies Fragrances and Phenolics,31.9,836
Scot-Tussin Senior SF DMEXP,81.29,834
Doxycycline Hyclate,81.95,845
Headache,64.3,860
Fentanyl Citrate,74.44,820
Pramoxine Hydrochloride,29.08,870
Glyburide and Metformin Hydrochloride,74.77,827
Teeth - Gums,96.66,826
CHAETOMIUM GLOBOSUM,68.16,812
EQUUS CABALLUS SKIN,37.65,886
